App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Swiggy,,,,
YouTube,Love the interface and performance.,Positive,0.493069,0.481518
Zomato,Works great especially for daily use.,Positive,0.721065,0.735304
Duolingo,Average experience overall.,Neutral,0,0.538169
Amazon Shopping,"Not bad, just decent.",Neutral,0,0.39254
YouTube,"Not bad, just decent.",Neutral,0,0.375743
Zomato,"Amazing experience, highly recommended.",Positive,0.215938,0.840678
Telegram,Love the interface and performance.,Positive,0.752075,0.396726
Zomato,Very slow after the latest update.,Negative,-0.919502,0.338443
Adobe Acrobat Reader,Very slow after the latest update.,Negative,-0.650444,0.303088
Swiggy,,,,
Canva,Not satisfied with the performance.,Negative,-0.309841,0.924952
Amazon Shopping,Excellent app with useful features.,Positive,0.696002,0.892562
Spotify,Very helpful and easy to use.,Positive,0.602711,0.376313
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.68055,0.847592
Zomato,,,,
Zomato,Very helpful and easy to use.,Positive,0.929274,0.501646
WhatsApp,Useful but has minor issues.,Neutral,0,0.594581
WhatsApp,Average experience overall.,Neutral,0,0.215544
Zomato,Very slow after the latest update.,Negative,-0.721128,0.363501
10 Best Foods for You,Works fine but can be better.,Neutral,0,0.556042
Google Maps,Poor user experience.,Negative,-0.544992,0.865869
YouTube,Too many ads.,Negative,-0.574787,0.686267
Flipkart,App crashes frequently.,Negative,-0.876866,0.8393
Swiggy,Excellent app with useful features.,Positive,0.307189,0.67382
YouTube,Very helpful and easy to use.,Positive,0.489824,0.323812
Zomato,Love the interface and performance.,Positive,0.569488,0.381666
Google Maps,,,,
Duolingo,Very helpful and easy to use.,Positive,0.817361,0.538281
Instagram,Excellent app with useful features.,Positive,0.553234,0.221853
Canva,Excellent app with useful features.,Positive,0.489323,0.844407
YouTube,Works great especially for daily use.,Positive,0.584924,0.778128
Canva,Works great especially for daily use.,Positive,0.624061,0.821053
Swiggy,Works fine but can be better.,Neutral,0,0.351627
Flipkart,"Not bad, just decent.",Neutral,0,0.124905
Spotify,"Amazing experience, highly recommended.",Positive,0.748201,0.522261
Amazon Shopping,Love the interface and performance.,Positive,0.867124,0.997625
Instagram,Excellent app with useful features.,Positive,0.556256,0.913894
Telegram,Excellent app with useful features.,Positive,0.887733,0.765125
Flipkart,"Amazing experience, highly recommended.",Positive,0.58071,0.753303
Flipkart,Love the interface and performance.,Positive,0.54499,0.60316
Instagram,Excellent app with useful features.,Positive,0.837865,0.61361
Swiggy,Works great especially for daily use.,Positive,0.341092,0.755137
YouTube,Excellent app with useful features.,Positive,0.477483,0.220319
Netflix,Average experience overall.,Neutral,0,0.337133
Spotify,Very helpful and easy to use.,Positive,0.676945,0.559498
Duolingo,Very helpful and easy to use.,Positive,0.529195,0.246218
Instagram,Poor user experience.,Negative,-0.360388,0.540983
Amazon Shopping,Excellent app with useful features.,Positive,0.392992,0.825005
Duolingo,Works great especially for daily use.,Positive,0.888251,0.799663
Amazon Shopping,Excellent app with useful features.,Positive,0.764933,0.340353
Telegram,Excellent app with useful features.,Positive,0.868733,0.864106
Telegram,Excellent app with useful features.,Positive,0.97497,0.285286
Amazon Shopping,Love the interface and performance.,Positive,0.906433,0.497559
Duolingo,Love the interface and performance.,Positive,0.642767,0.225906
Amazon Shopping,Useful but has minor issues.,Neutral,0,0.103932
Spotify,Excellent app with useful features.,Positive,0.918791,0.797502
Spotify,Very helpful and easy to use.,Positive,0.347508,0.518017
Instagram,Love the interface and performance.,Positive,0.220219,0.257162
Instagram,Average experience overall.,Neutral,0,0.503112
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.910538,0.748201
10 Best Foods for You,Works great especially for daily use.,Positive,0.530615,0.56707
Duolingo,Works great especially for daily use.,Positive,0.882249,0.89042
Instagram,"Amazing experience, highly recommended.",Positive,0.546585,0.393333
Netflix,,,,
Canva,"Amazing experience, highly recommended.",Positive,0.804986,0.460077
10 Best Foods for You,Love the interface and performance.,Positive,0.854099,0.640033
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.379893,0.569614
Amazon Shopping,Love the interface and performance.,Positive,0.888943,0.328052
Spotify,Very helpful and easy to use.,Positive,0.721774,0.438772
YouTube,Works great especially for daily use.,Positive,0.864356,0.774821
Instagram,Works great especially for daily use.,Positive,0.562894,0.332964
Telegram,Not satisfied with the performance.,Negative,-0.559673,0.7364
Telegram,Excellent app with useful features.,Positive,0.604532,0.636905
Duolingo,"Amazing experience, highly recommended.",Positive,0.994974,0.80283
Zomato,Love the interface and performance.,Positive,0.208184,0.771895
Adobe Acrobat Reader,Average experience overall.,Neutral,0,0.397511
Amazon Shopping,Very helpful and easy to use.,Positive,0.821304,0.955597
Swiggy,Works fine but can be better.,Neutral,0,0.229524
Spotify,Works great especially for daily use.,Positive,0.919002,0.478797
Canva,Works great especially for daily use.,Positive,0.395743,0.253789
Amazon Shopping,Too many ads.,Negative,-0.690353,0.981398
Adobe Acrobat Reader,Works fine but can be better.,Neutral,0,0.24184
YouTube,Very slow after the latest update.,Negative,-0.230215,0.706627
Zomato,Works great especially for daily use.,Positive,0.699025,0.804042
Canva,Works great especially for daily use.,Positive,0.515291,0.330569
Google Maps,"It's okay, needs some improvements.",Neutral,0,0.27341
WhatsApp,Very slow after the latest update.,Negative,-0.889796,0.882157
YouTube,Works great especially for daily use.,Positive,0.903763,0.246026
YouTube,Very helpful and easy to use.,Positive,0.926139,0.689383
Spotify,Works great especially for daily use.,Positive,0.394181,0.59713
Canva,Love the interface and performance.,Positive,0.497356,0.328042
Swiggy,,,,
Amazon Shopping,App crashes frequently.,Negative,-0.490279,0.931181
Flipkart,Useful but has minor issues.,Neutral,0,0.16622
Google Maps,"It's okay, needs some improvements.",Neutral,0,0.340809
Canva,"Amazing experience, highly recommended.",Positive,0.883977,0.419256
Flipkart,Poor user experience.,Negative,-0.773313,0.37202
Swiggy,Love the interface and performance.,Positive,0.540579,0.558855
YouTube,Love the interface and performance.,Positive,0.326671,0.793461
Netflix,Works great especially for daily use.,Positive,0.416386,0.352841
WhatsApp,Works great especially for daily use.,Positive,0.888048,0.483701
Flipkart,Works great especially for daily use.,Positive,0.280294,0.711878
Duolingo,Useful but has minor issues.,Neutral,0,0.525676
Instagram,Works great especially for daily use.,Positive,0.408743,0.684372
Amazon Shopping,Average experience overall.,Neutral,0,0.176663
Adobe Acrobat Reader,Very helpful and easy to use.,Positive,0.702626,0.740325
WhatsApp,Useful but has minor issues.,Neutral,0,0.190166
Swiggy,Love the interface and performance.,Positive,0.586482,0.233158
Instagram,Average experience overall.,Neutral,0,0.580821
Swiggy,Love the interface and performance.,Positive,0.988942,0.543999
Adobe Acrobat Reader,"It's okay, needs some improvements.",Neutral,0,0.182965
Instagram,"Not bad, just decent.",Neutral,0,0.237469
Swiggy,Works fine but can be better.,Neutral,0,0.46762
Netflix,Average experience overall.,Neutral,0,0.58633
Flipkart,"Not bad, just decent.",Neutral,0,0.167488
YouTube,Works fine but can be better.,Neutral,0,0.298949
Amazon Shopping,Works fine but can be better.,Neutral,0,0.252572
Canva,Works fine but can be better.,Neutral,0,0.468557
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.327219,0.346854
Flipkart,,,,
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.334402,0.906338
Duolingo,Works great especially for daily use.,Positive,0.671186,0.401562
Amazon Shopping,Works great especially for daily use.,Positive,0.834335,0.396547
Duolingo,Works great especially for daily use.,Positive,0.675217,0.830449
Spotify,Works great especially for daily use.,Positive,0.86518,0.554707
Amazon Shopping,Very helpful and easy to use.,Positive,0.862425,0.242092
Spotify,Excellent app with useful features.,Positive,0.581771,0.428032
10 Best Foods for You,,,,
Canva,Excellent app with useful features.,Positive,0.659937,0.396488
YouTube,Average experience overall.,Neutral,0,0.180161
Zomato,Love the interface and performance.,Positive,0.377754,0.881742
WhatsApp,,,,
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.727261,0.456297
Duolingo,Poor user experience.,Negative,-0.252142,0.338425
Google Maps,Works great especially for daily use.,Positive,0.766969,0.770583
Flipkart,,,,
Spotify,Works great especially for daily use.,Positive,0.417102,0.272105
Zomato,Works great especially for daily use.,Positive,0.738637,0.364469
Zomato,"It's okay, needs some improvements.",Neutral,0,0.106215
Swiggy,Excellent app with useful features.,Positive,0.971998,0.439736
Canva,Very helpful and easy to use.,Positive,0.919943,0.430164
Swiggy,"Amazing experience, highly recommended.",Positive,0.575895,0.915808
Netflix,App crashes frequently.,Negative,-0.620209,0.784783
YouTube,Love the interface and performance.,Positive,0.979742,0.855032
Swiggy,Very helpful and easy to use.,Positive,0.886678,0.280069
Netflix,Poor user experience.,Negative,-0.44225,0.695242
Amazon Shopping,Works great especially for daily use.,Positive,0.429625,0.375354
Duolingo,"Amazing experience, highly recommended.",Positive,0.334575,0.414935
Google Maps,Useful but has minor issues.,Neutral,0,0.511957
Spotify,Excellent app with useful features.,Positive,0.332406,0.899317
YouTube,"Not bad, just decent.",Neutral,0,0.521033
Amazon Shopping,Very helpful and easy to use.,Positive,0.750572,0.338365
Netflix,"It's okay, needs some improvements.",Neutral,0,0.426418
10 Best Foods for You,Very helpful and easy to use.,Positive,0.700657,0.450362
WhatsApp,"Amazing experience, highly recommended.",Positive,0.78089,0.387565
YouTube,Excellent app with useful features.,Positive,0.665241,0.3763
Netflix,"It's okay, needs some improvements.",Neutral,0,0.252362
Zomato,Excellent app with useful features.,Positive,0.43488,0.564489
Swiggy,"Amazing experience, highly recommended.",Positive,0.240983,0.782193
Adobe Acrobat Reader,Very helpful and easy to use.,Positive,0.902776,0.405126
Google Maps,"Amazing experience, highly recommended.",Positive,0.804015,0.523306
Swiggy,App crashes frequently.,Negative,-0.669031,0.507854
WhatsApp,Love the interface and performance.,Positive,0.797236,0.657003
10 Best Foods for You,Works great especially for daily use.,Positive,0.661492,0.287997
YouTube,"Amazing experience, highly recommended.",Positive,0.71985,0.870102
Google Maps,,,,
Canva,"Not bad, just decent.",Neutral,0,0.116633
Swiggy,,,,
WhatsApp,"Amazing experience, highly recommended.",Positive,0.673712,0.396518
10 Best Foods for You,Average experience overall.,Neutral,0,0.111127
Google Maps,"It's okay, needs some improvements.",Neutral,0,0.373997
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.910282,0.5803
Spotify,Useful but has minor issues.,Neutral,0,0.108072
Netflix,"Not bad, just decent.",Neutral,0,0.264548
Netflix,"It's okay, needs some improvements.",Neutral,0,0.293605
YouTube,Very helpful and easy to use.,Positive,0.74379,0.335328
Netflix,Not satisfied with the performance.,Negative,-0.319655,0.991188
10 Best Foods for You,Very helpful and easy to use.,Positive,0.878528,0.875074
Telegram,Excellent app with useful features.,Positive,0.755575,0.246946
Telegram,Excellent app with useful features.,Positive,0.636052,0.521178
WhatsApp,Works great especially for daily use.,Positive,0.349455,0.248954
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.579653,0.954804
Spotify,Useful but has minor issues.,Neutral,0,0.519653
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.944391,0.59243
Netflix,Average experience overall.,Neutral,0,0.486308
Canva,Excellent app with useful features.,Positive,0.627115,0.857887
Duolingo,Love the interface and performance.,Positive,0.433549,0.224166
WhatsApp,Works great especially for daily use.,Positive,0.977981,0.269678
YouTube,Love the interface and performance.,Positive,0.753863,0.290364
Flipkart,"Not bad, just decent.",Neutral,0,0.324821
Google Maps,Very helpful and easy to use.,Positive,0.855621,0.551351
10 Best Foods for You,Not satisfied with the performance.,Negative,-0.853835,0.999537
Canva,Very helpful and easy to use.,Positive,0.726951,0.396286
10 Best Foods for You,"It's okay, needs some improvements.",Neutral,0,0.332954
Netflix,Excellent app with useful features.,Positive,0.509092,0.501524
Telegram,Excellent app with useful features.,Positive,0.474992,0.71616
Spotify,"It's okay, needs some improvements.",Neutral,0,0.151478
Telegram,Not satisfied with the performance.,Negative,-0.171093,0.760719
Swiggy,Very helpful and easy to use.,Positive,0.201178,0.951586
YouTube,,,,
Instagram,Works great especially for daily use.,Positive,0.529813,0.438675
Instagram,Love the interface and performance.,Positive,0.703283,0.225156
Telegram,App crashes frequently.,Negative,-0.591165,0.581478
Netflix,Not satisfied with the performance.,Negative,-0.843532,0.909083
Duolingo,Works fine but can be better.,Neutral,0,0.476133
10 Best Foods for You,Works great especially for daily use.,Positive,0.613072,0.727817
Flipkart,"Amazing experience, highly recommended.",Positive,0.705077,0.271054
Google Maps,Love the interface and performance.,Positive,0.748338,0.775386
Swiggy,Very slow after the latest update.,Negative,-0.280172,0.584301
Amazon Shopping,,,,
10 Best Foods for You,Average experience overall.,Neutral,0,0.41245
Instagram,Average experience overall.,Neutral,0,0.597133
Google Maps,Too many ads.,Negative,-0.74745,0.452839
YouTube,Average experience overall.,Neutral,0,0.420963
Flipkart,"Not bad, just decent.",Neutral,0,0.549995
Adobe Acrobat Reader,Works fine but can be better.,Neutral,0,0.505253
Swiggy,Very helpful and easy to use.,Positive,0.37196,0.677337
Spotify,Very slow after the latest update.,Negative,-0.587324,0.474051
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.524055,0.85309
WhatsApp,"Not bad, just decent.",Neutral,0,0.100385
Swiggy,Very helpful and easy to use.,Positive,0.306366,0.811884
WhatsApp,Works great especially for daily use.,Positive,0.758721,0.539931
Netflix,"Not bad, just decent.",Neutral,0,0.494886
YouTube,Average experience overall.,Neutral,0,0.536852
Zomato,Useful but has minor issues.,Neutral,0,0.373392
Adobe Acrobat Reader,"Not bad, just decent.",Neutral,0,0.599039
Canva,"Amazing experience, highly recommended.",Positive,0.528891,0.99925
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.845438,0.683455
Spotify,Love the interface and performance.,Positive,0.258952,0.498267
Duolingo,Works great especially for daily use.,Positive,0.307911,0.240398
Duolingo,Works great especially for daily use.,Positive,0.332628,0.528583
Spotify,"Amazing experience, highly recommended.",Positive,0.258137,0.562964
Swiggy,Works great especially for daily use.,Positive,0.914032,0.501564
Spotify,Very slow after the latest update.,Negative,-0.470811,0.816066
YouTube,Works great especially for daily use.,Positive,0.456493,0.642277
Instagram,Love the interface and performance.,Positive,0.571193,0.596346
Spotify,Poor user experience.,Negative,-0.988878,0.384993
Duolingo,Very helpful and easy to use.,Positive,0.91617,0.850479
Adobe Acrobat Reader,Average experience overall.,Neutral,0,0.588024
Spotify,Poor user experience.,Negative,-0.991141,0.303093
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.943957,0.317435
Spotify,Too many ads.,Negative,-0.332928,0.762934
Zomato,,,,
Duolingo,Works great especially for daily use.,Positive,0.440415,0.213346
Netflix,Works great especially for daily use.,Positive,0.920907,0.874893
Instagram,Love the interface and performance.,Positive,0.547823,0.46178
Telegram,Works great especially for daily use.,Positive,0.437481,0.209085
Spotify,"It's okay, needs some improvements.",Neutral,0,0.359295
Canva,Love the interface and performance.,Positive,0.94599,0.994661
Google Maps,Useful but has minor issues.,Neutral,0,0.571639
Netflix,Love the interface and performance.,Positive,0.952132,0.861827
Netflix,App crashes frequently.,Negative,-0.415869,0.900115
Google Maps,App crashes frequently.,Negative,-0.573528,0.555147
Telegram,"Amazing experience, highly recommended.",Positive,0.527232,0.949158
Google Maps,Very slow after the latest update.,Negative,-0.318074,0.756146
WhatsApp,"It's okay, needs some improvements.",Neutral,0,0.25481
YouTube,Excellent app with useful features.,Positive,0.768657,0.45439
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.452599,0.523763
10 Best Foods for You,Works great especially for daily use.,Positive,0.713891,0.25862
Flipkart,Love the interface and performance.,Positive,0.809436,0.343471
10 Best Foods for You,Love the interface and performance.,Positive,0.795369,0.667063
WhatsApp,"Amazing experience, highly recommended.",Positive,0.354701,0.567697
Canva,Very helpful and easy to use.,Positive,0.881427,0.448407
Zomato,Excellent app with useful features.,Positive,0.823785,0.594706
10 Best Foods for You,Poor user experience.,Negative,-0.220599,0.842127
Flipkart,App crashes frequently.,Negative,-0.377355,0.629305
Flipkart,"It's okay, needs some improvements.",Neutral,0,0.493214
Telegram,,,,
Swiggy,Too many ads.,Negative,-0.919154,0.786554
Telegram,Very helpful and easy to use.,Positive,0.262766,0.48134
Canva,Excellent app with useful features.,Positive,0.646676,0.483214
10 Best Foods for You,Excellent app with useful features.,Positive,0.783136,0.846208
Flipkart,Very helpful and easy to use.,Positive,0.774651,0.695324
Telegram,"It's okay, needs some improvements.",Neutral,0,0.560913
10 Best Foods for You,"It's okay, needs some improvements.",Neutral,0,0.125289
10 Best Foods for You,App crashes frequently.,Negative,-0.354858,0.523253
Duolingo,Excellent app with useful features.,Positive,0.995569,0.398916
Swiggy,Works great especially for daily use.,Positive,0.265148,0.631702
Telegram,Works great especially for daily use.,Positive,0.813744,0.790732
10 Best Foods for You,Love the interface and performance.,Positive,0.643746,0.747594
Duolingo,"It's okay, needs some improvements.",Neutral,0,0.430036
Netflix,Very helpful and easy to use.,Positive,0.325958,0.758252
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.767435,0.365317
Canva,"Amazing experience, highly recommended.",Positive,0.305721,0.244395
Canva,Very helpful and easy to use.,Positive,0.880003,0.60251
Netflix,"Not bad, just decent.",Neutral,0,0.343691
Netflix,"Not bad, just decent.",Neutral,0,0.5962
10 Best Foods for You,Excellent app with useful features.,Positive,0.679588,0.692107
Netflix,Works fine but can be better.,Neutral,0,0.532826
Adobe Acrobat Reader,Average experience overall.,Neutral,0,0.505378
Google Maps,Very helpful and easy to use.,Positive,0.642836,0.648702
Flipkart,Works great especially for daily use.,Positive,0.726512,0.289151
Telegram,"Amazing experience, highly recommended.",Positive,0.838976,0.737789
Amazon Shopping,Love the interface and performance.,Positive,0.923987,0.742496
Instagram,Very helpful and easy to use.,Positive,0.437013,0.781128
YouTube,Works great especially for daily use.,Positive,0.934827,0.91632
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.796718,0.858299
Spotify,Very helpful and easy to use.,Positive,0.53698,0.834138
YouTube,"Amazing experience, highly recommended.",Positive,0.343842,0.461373
YouTube,Too many ads.,Negative,-0.79112,0.309527
WhatsApp,Works fine but can be better.,Neutral,0,0.108222
Flipkart,"Amazing experience, highly recommended.",Positive,0.20475,0.92548
Netflix,Excellent app with useful features.,Positive,0.514697,0.233224
Google Maps,Works fine but can be better.,Neutral,0,0.122008
WhatsApp,"Not bad, just decent.",Neutral,0,0.232991
10 Best Foods for You,Excellent app with useful features.,Positive,0.887665,0.669313
Spotify,Works great especially for daily use.,Positive,0.711276,0.31453
Amazon Shopping,,,,
Duolingo,"Not bad, just decent.",Neutral,0,0.478488
Spotify,Works great especially for daily use.,Positive,0.885974,0.659582
Zomato,Excellent app with useful features.,Positive,0.698625,0.626757
10 Best Foods for You,Too many ads.,Negative,-0.174492,0.963266
Swiggy,Very helpful and easy to use.,Positive,0.985186,0.672429
Amazon Shopping,,,,
Duolingo,Too many ads.,Negative,-0.375863,0.94801
Canva,Excellent app with useful features.,Positive,0.704497,0.29662
Netflix,Very helpful and easy to use.,Positive,0.623514,0.426715
Zomato,"Not bad, just decent.",Neutral,0,0.590175
Amazon Shopping,Very helpful and easy to use.,Positive,0.319526,0.594659
Instagram,"Not bad, just decent.",Neutral,0,0.106036
YouTube,Average experience overall.,Neutral,0,0.254798
Google Maps,,,,
10 Best Foods for You,Very slow after the latest update.,Negative,-0.318008,0.931258
Google Maps,,,,
Canva,Too many ads.,Negative,-0.546429,0.319021
Flipkart,"It's okay, needs some improvements.",Neutral,0,0.32061
Telegram,Poor user experience.,Negative,-0.552655,0.365723
Google Maps,Love the interface and performance.,Positive,0.249471,0.303159
Duolingo,Love the interface and performance.,Positive,0.461118,0.55387
Duolingo,Very helpful and easy to use.,Positive,0.785538,0.492293
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.66682,0.455454
Instagram,App crashes frequently.,Negative,-0.317376,0.952684
Telegram,Very helpful and easy to use.,Positive,0.87809,0.523693
Canva,Excellent app with useful features.,Positive,0.642983,0.355847
Flipkart,Love the interface and performance.,Positive,0.568005,0.637551
10 Best Foods for You,Works great especially for daily use.,Positive,0.976455,0.995056
WhatsApp,Excellent app with useful features.,Positive,0.633649,0.395489
10 Best Foods for You,Works great especially for daily use.,Positive,0.331154,0.682776
Google Maps,Works great especially for daily use.,Positive,0.752163,0.682964
Instagram,Average experience overall.,Neutral,0,0.382761
Zomato,Works great especially for daily use.,Positive,0.894862,0.937248
Flipkart,"Amazing experience, highly recommended.",Positive,0.947817,0.916616
Instagram,Very slow after the latest update.,Negative,-0.767541,0.607507
Swiggy,Very slow after the latest update.,Negative,-0.798549,0.674442
Flipkart,Works great especially for daily use.,Positive,0.748808,0.217353
Adobe Acrobat Reader,App crashes frequently.,Negative,-0.619048,0.432229
YouTube,Very helpful and easy to use.,Positive,0.31064,0.969222
Instagram,Useful but has minor issues.,Neutral,0,0.174675
Spotify,,,,
Telegram,"It's okay, needs some improvements.",Neutral,0,0.264128
Duolingo,"Amazing experience, highly recommended.",Positive,0.246063,0.940785
Flipkart,Useful but has minor issues.,Neutral,0,0.13472
Netflix,Excellent app with useful features.,Positive,0.773297,0.514678
Duolingo,Works great especially for daily use.,Positive,0.347444,0.806694
Telegram,Works great especially for daily use.,Positive,0.594211,0.573952
Canva,Love the interface and performance.,Positive,0.759875,0.227016
Google Maps,"Amazing experience, highly recommended.",Positive,0.222622,0.842124
10 Best Foods for You,Works great especially for daily use.,Positive,0.502762,0.227643
Spotify,Works fine but can be better.,Neutral,0,0.167636
Duolingo,"Not bad, just decent.",Neutral,0,0.495543
Duolingo,"Amazing experience, highly recommended.",Positive,0.416199,0.740318
Zomato,Works fine but can be better.,Neutral,0,0.35317
Google Maps,Love the interface and performance.,Positive,0.940803,0.873486
Google Maps,Excellent app with useful features.,Positive,0.396088,0.52387
YouTube,Poor user experience.,Negative,-0.205266,0.856824
Google Maps,"Amazing experience, highly recommended.",Positive,0.413813,0.67601
Telegram,Works great especially for daily use.,Positive,0.984752,0.759186
Spotify,Useful but has minor issues.,Neutral,0,0.454034
Zomato,Works fine but can be better.,Neutral,0,0.399371
WhatsApp,Love the interface and performance.,Positive,0.910995,0.851094
10 Best Foods for You,Works great especially for daily use.,Positive,0.314338,0.533557
Zomato,Works great especially for daily use.,Positive,0.796241,0.980288
Duolingo,Excellent app with useful features.,Positive,0.325559,0.638442
WhatsApp,Excellent app with useful features.,Positive,0.728426,0.928184
Flipkart,Very helpful and easy to use.,Positive,0.382383,0.213027
WhatsApp,"Not bad, just decent.",Neutral,0,0.470656
Swiggy,Works great especially for daily use.,Positive,0.853296,0.977735
WhatsApp,Too many ads.,Negative,-0.844638,0.922653
Telegram,"Amazing experience, highly recommended.",Positive,0.797219,0.756867
Adobe Acrobat Reader,Useful but has minor issues.,Neutral,0,0.170672
Amazon Shopping,Love the interface and performance.,Positive,0.719145,0.246247
Telegram,"It's okay, needs some improvements.",Neutral,0,0.293966
10 Best Foods for You,Works great especially for daily use.,Positive,0.758326,0.404334
Telegram,Love the interface and performance.,Positive,0.679567,0.977973
Duolingo,Works fine but can be better.,Neutral,0,0.357657
Telegram,"Amazing experience, highly recommended.",Positive,0.354238,0.742617
Canva,Poor user experience.,Negative,-0.861251,0.57648
Adobe Acrobat Reader,Love the interface and performance.,Positive,0.904046,0.533745
Google Maps,"Amazing experience, highly recommended.",Positive,0.458121,0.920695
WhatsApp,Very helpful and easy to use.,Positive,0.464435,0.732408
Netflix,Very helpful and easy to use.,Positive,0.910774,0.481652
Amazon Shopping,Excellent app with useful features.,Positive,0.205479,0.509132
Instagram,"Not bad, just decent.",Neutral,0,0.504178
Zomato,Works fine but can be better.,Neutral,0,0.135646
Google Maps,Works great especially for daily use.,Positive,0.3401,0.40535
Duolingo,Useful but has minor issues.,Neutral,0,0.405811
Swiggy,Works great especially for daily use.,Positive,0.361273,0.525229
Netflix,Works great especially for daily use.,Positive,0.869198,0.856466
Zomato,,,,
Adobe Acrobat Reader,Poor user experience.,Negative,-0.825413,0.917328
Duolingo,Works great especially for daily use.,Positive,0.610156,0.52897
Amazon Shopping,,,,
WhatsApp,Love the interface and performance.,Positive,0.788708,0.378671
Spotify,Excellent app with useful features.,Positive,0.370073,0.734379
10 Best Foods for You,Excellent app with useful features.,Positive,0.858938,0.580504
Instagram,Not satisfied with the performance.,Negative,-0.210124,0.394451
Duolingo,Very helpful and easy to use.,Positive,0.287613,0.490063
Spotify,Very helpful and easy to use.,Positive,0.931498,0.571231
Flipkart,"Amazing experience, highly recommended.",Positive,0.439324,0.607552
10 Best Foods for You,Works great especially for daily use.,Positive,0.65843,0.741464
Swiggy,Useful but has minor issues.,Neutral,0,0.122579
Telegram,Love the interface and performance.,Positive,0.40078,0.317711
Zomato,Works great especially for daily use.,Positive,0.975558,0.483019
Netflix,Works fine but can be better.,Neutral,0,0.360292
Spotify,Works great especially for daily use.,Positive,0.875507,0.322852
Canva,"Not bad, just decent.",Neutral,0,0.335582
Netflix,Very helpful and easy to use.,Positive,0.964534,0.290943
Duolingo,Too many ads.,Negative,-0.105913,0.780715
WhatsApp,Love the interface and performance.,Positive,0.803692,0.303309
Spotify,"Not bad, just decent.",Neutral,0,0.448166
YouTube,"Amazing experience, highly recommended.",Positive,0.327339,0.717362
Canva,App crashes frequently.,Negative,-0.336854,0.552416
Netflix,Works fine but can be better.,Neutral,0,0.182873
Google Maps,Love the interface and performance.,Positive,0.36783,0.879445
Instagram,"Amazing experience, highly recommended.",Positive,0.345435,0.672284
Telegram,App crashes frequently.,Negative,-0.665623,0.987208
Netflix,"It's okay, needs some improvements.",Neutral,0,0.33437
Netflix,"Not bad, just decent.",Neutral,0,0.511664
Zomato,Love the interface and performance.,Positive,0.639007,0.86878
Swiggy,Works great especially for daily use.,Positive,0.568135,0.315529
Telegram,Love the interface and performance.,Positive,0.956672,0.22158
Amazon Shopping,Love the interface and performance.,Positive,0.245291,0.766744
YouTube,Very helpful and easy to use.,Positive,0.898337,0.771574
Telegram,Love the interface and performance.,Positive,0.424454,0.572812
Instagram,"It's okay, needs some improvements.",Neutral,0,0.41356
Instagram,Works great especially for daily use.,Positive,0.674679,0.261915
Zomato,Love the interface and performance.,Positive,0.748393,0.874394
WhatsApp,Very helpful and easy to use.,Positive,0.666548,0.456324
Spotify,Very helpful and easy to use.,Positive,0.607942,0.68682
WhatsApp,Love the interface and performance.,Positive,0.368078,0.41086
Netflix,Excellent app with useful features.,Positive,0.888996,0.967588
Telegram,Works great especially for daily use.,Positive,0.674942,0.745007
Amazon Shopping,Useful but has minor issues.,Neutral,0,0.113929
Zomato,Love the interface and performance.,Positive,0.279815,0.942719
Telegram,"Amazing experience, highly recommended.",Positive,0.877868,0.82731
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.719085,0.590763
Swiggy,Useful but has minor issues.,Neutral,0,0.118324
Adobe Acrobat Reader,,,,
Spotify,Works great especially for daily use.,Positive,0.671584,0.315183
Netflix,Very helpful and easy to use.,Positive,0.924231,0.609105
Swiggy,Useful but has minor issues.,Neutral,0,0.55106
Swiggy,,,,
WhatsApp,Very helpful and easy to use.,Positive,0.568193,0.691347
Zomato,Average experience overall.,Neutral,0,0.598272
Canva,"It's okay, needs some improvements.",Neutral,0,0.500183
Instagram,Works great especially for daily use.,Positive,0.871891,0.72656
Swiggy,Very helpful and easy to use.,Positive,0.7057,0.745076
YouTube,"It's okay, needs some improvements.",Neutral,0,0.278738
Telegram,Love the interface and performance.,Positive,0.740401,0.791321
Netflix,Works fine but can be better.,Neutral,0,0.122356
Flipkart,Excellent app with useful features.,Positive,0.977487,0.449091
Duolingo,App crashes frequently.,Negative,-0.322712,0.955346
Telegram,Very slow after the latest update.,Negative,-0.639463,0.993336
